X,Y
74,31
17,20
56,92
36,97
28,30
99,5
65,52
30,16
47,80
26,22
5,39
43,3
41,72
45,13
17,31
48,13
2,30
54,22
57,38
23,83
92,96
93,40
10,38
37,28
20,46
16,88
57,62
49,87
82,95
64,76
40,96
21,18
59,65
21,50
96,34
90,18
70,5
54,66
18,4
24,3
58,98
84,24
20,34
90,67
42,46
9,89
76,10
33,21
8,60
40,57
77,93
34,76
22,2
96,8
42,62
27,33
56,3
52,69
72,54
20,46
39,14
42,32
23,77
83,96
55,75
70,14
100,58
14,78
80,20
99,20
55,40
59,11
12,11
45,35
47,10
19,27
85,21
90,81
92,26
5,42
15,25
32,92
97,26
25,83
81,93
34,33
33,65
18,28
12,8
86,77
94,35
72,62
71,92
53,61
38,98
79,100
51,82
38,97
39,30
88,33
28,41
92,87
63,56
11,6
60,37
32,44
61,76
97,26
95,73
23,38
66,28
53,68
80,41
79,21
76,12
57,15
100,51
3,70
94,82
95,71
69,2
71,32
68,81
48,9
19,50
52,86
23,34
5,92
39,54
58,59
79,70
46,38
26,98
6,42
22,90
87,41
34,44
12,97
5,21
86,2
47,45
14,79
82,26
86,93
95,80
96,52
18,22
93,28
2,60
50,31
90,4
16,72
30,92
60,78
26,12
41,74
4,64
12,94
35,84
8,31
73,63
71,78
1,44
31,39
22,64
23,100
46,5
7,35
30,81
76,12
58,25
3,65
6,98
95,15
82,97
64,76
73,64
70,47
47,19
65,67
17,68
12,1
26,46
12,17
65,57
36,2
2,77
18,39
35,40
31,90
66,19
27,48
14,94
33,14
24,25
82,11
12,63
30,47
1,86
55,41
77,14
13,28
95,17
54,68
22,21
12,22
16,18
45,29
36,93
99,13
82,95
20,26
66,60
8,78
13,92
30,9
93,65
33,63
17,44
43,89
54,59
82,97
21,86
16,8
57,90
36,82
18,7
89,54
51,71
51,1
16,67
75,14
65,9
9,67
76,18
18,81
20,76
94,48
87,92
24,41
13,94
27,82
10,2
94,44
67,39
72,64
15,63
39,21
84,23
17,9
39,26
85,82
43,19
79,87
39,79
8,94
31,83
78,14
52,31
2,49
19,46
69,60
99,8
74,31
70,95
23,66
9,89
41,83
69,66
91,97
35,99
87,98
85,52
98,38
51,77
67,17
12,67
26,41
65,79
50,97
14,34
100,81
64,74
33,27
13,12
36,24
69,62
10,86
5,6
95,43
48,69
33,53
46,65
1,44
44,7
83,38
12,69
46,68
2,99
41,46
53,16
10,60
34,20
47,46
54,24
54,100
80,69
34,72
61,22
9,61
21,57
2,17
3,61
48,74
58,28
88,55
47,69
49,70
99,59
48,91
1,67
43,50
23,12
17,60
43,54
23,85
19,83
62,84
33,43
10,57
39,12
8,8
21,25
1,63
86,48
32,78
36,14
20,88
85,70
55,14
72,87
32,73
17,84
55,71
86,3
77,93
19,61
53,90
56,18
87,60
41,82
8,67
52,42
80,75
41,6
82,16
32,78
95,4
47,61
92,39
13,22
93,88
58,36
69,36
91,17
87,96
3,94
18,57
63,44
5,90
34,99
82,100
72,70
95,48
47,37
70,49
99,97
66,48
83,55
87,72
66,2
27,94
70,61
74,64
87,15
71,79
3,91
26,28
12,20
33,41
26,54
24,54
45,54
53,64
37,7
24,97
45,21
76,3
53,99
7,36
34,6
24,78
75,56
70,9
70,93
89,72
43,19
20,58
67,54
51,92
54,91
16,70
20,8
78,7
86,52
42,13
63,53
66,79
73,84
28,68
32,11
12,42
4,84
78,91
43,79
5,42
28,56
96,40
77,100
64,1
92,91
67,11
29,100
3,37
77,56
57,15
32,46
74,61
47,92
30,51
52,14
29,90
69,11
54,99
7,100
68,91
34,48
86,89
90,48
73,49
24,31
20,94
86,65
67,18
39,24
52,62
75,41
45,86
60,76
83,22
40,88
87,3
62,18
92,76
23,50
10,19
54,93
15,91
11,85
25,46
32,63
65,22
39,71
56,92
34,12
36,68
50,56
56,58
99,21
68,3
18,37
95,35
66,64
61,51
37,52
88,47
39,91
71,1
91,7
32,44
90,67
27,37
96,83
28,51
58,63
86,40
32,37
29,3
49,47
34,97
94,52
33,95
64,41
97,33
80,61
10,48
1,69
66,46
74,25
19,18
68,43
16,96
47,54
59,31
46,74
90,36
15,84
59,93
42,59
19,40
52,47
88,15
31,83
52,64
37,83
55,72
78,52
43,76
57,81
74,15
13,82
66,37
20,95
4,17
53,100
72,71
62,67
42,18
86,30
97,12
80,65
87,96
77,54
59,61
16,17
57,51
69,44
91,14
57,51
27,88
59,43
66,6
2,38
57,3
73,100
38,28
39,69
14,73
62,23
28,21
23,65
78,91
71,64
89,90
37,82
32,1
77,48
5,61
99,100
95,72
30,78
8,16
8,58
98,94
3,35
13,26
12,31
56,36
67,54
66,97
52,77
82,57
6,2
42,33
27,45
19,91
7,29
21,36
80,54
22,55
79,55
56,10
76,38
69,83
94,17
13,43
59,97
25,93
43,24
60,65
86,50
90,29
24,79
61,17
86,27
74,61
18,20
50,24
9,78
2,26
67,81
50,5
94,43
10,10
72,8
68,99
27,91
37,80
93,59
93,20
73,66
90,70
81,91
49,58
78,12
46,41
68,57
94,72
44,52
17,26
19,90
74,99
94,44
24,39
75,40
94,44
64,44
24,98
67,84
83,96
41,24
22,6
55,42
97,59
37,69
14,27
75,59
63,16
93,92
71,32
5,41
62,60
2,94
4,65
95,66
85,35
33,34
99,73
84,48
83,33
63,13
15,9
52,63
56,80
79,67
9,28
27,97
76,70
64,75
77,80
57,27
98,78
25,43
35,94
34,89
22,65
25,81
57,49
84,70
42,45
10,36
28,66
81,28
15,47
97,21
21,98
32,15
66,8
69,33
78,46
78,15
52,84
8,11
78,34
25,51
40,41
8,99
85,9
4,76
34,5
73,6
40,15
62,29
25,10
25,66
42,10
40,35
92,99
86,32
17,10
15,69
24,9
12,1
82,56
72,34
54,67
3,75
84,60
26,4
5,8
55,5
84,65
42,16
32,99
70,3
24,47
40,3
25,8
22,7
100,95
24,48
59,4
38,37
5,33
21,38
36,81
96,33
75,8
6,67
81,8
13,22
53,57
61,90
99,10
64,58
10,72
35,54
52,50
96,91
76,53
54,67
55,32
67,72
96,74
73,87
27,73
94,65
56,16
11,14
63,71
4,88
60,23
83,77
55,20
10,21
30,90
41,30
36,75
6,68
17,98
37,43
11,69
2,3
36,98
15,55
91,40
91,75
61,48
21,37
19,31
51,26
65,99
17,52
87,42
56,93
28,4
40,14
83,37
79,52
18,18
36,13
56,87
11,6
20,17
6,15
55,34
59,60
70,26
79,74
12,16
83,37
42,97
32,68
47,66
60,4
81,6
95,60
79,19
86,23
18,64
8,96
4,38
95,48
11,92
82,62
74,67
61,56
7,100
80,48
26,13
18,5
9,36
40,46
62,5
2,5
69,70
96,12
18,28
44,42
27,33
86,26
75,77
84,45
7,64
42,84
43,18
50,44
43,93
20,46
96,79
38,67
50,42
89,32
97,78
82,100
43,100
5,6
27,33
95,81
25,23
61,24
21,50
36,67
51,23
96,60
90,8
91,94
39,68
92,17
4,31
25,13
62,78
31,37
82,6
84,34
64,99
16,29
69,84
86,83
94,83
62,46
11,98
59,92
100,5
15,2
90,87
100,81
23,41
50,57
13,10
18,82
24,34
46,24
72,50
29,87
11,44
69,82
61,50
38,47
69,36
59,49
65,24
95,34
71,54
10,39
6,65
34,18
77,94
80,91
84,45
88,72
13,88
83,91
87,11
86,37
45,8
95,8
17,78
5,18
30,16
58,60
56,30
79,12
95,32
83,50
84,81
27,35
88,88
25,20
66,45
75,45
99,77
67,33
84,25
43,17
4,42
54,9
84,94
96,63
16,9
75,23
17,36
23,47
77,58
42,92
50,78
95,59
88,72
31,93
54,28
75,68
85,62
37,36
41,48
36,44
66,52
61,50
87,67
21,28
28,22
11,19
58,45
17,33
22,41
6,95
71,55
35,53
7,74
74,65
69,49
2,65
18,29
75,59
87,31
12,73
69,56
32,4
1,55
46,2
85,67
88,10
11,98
86,47
66,32
18,99
83,99
88,44
35,77
71,62
24,7
30,54
36,5
24,69
22,63
6,19
32,76
69,7
7,84
4,44
62,49
32,51
77,100
93,86
18,7
77,2
47,19
29,53
52,72
63,39
15,93
19,88
10,71
4,65
21,55
22,59
73,82
86,6
55,56
35,3
66,92
86,72
68,63
24,63
18,46
41,37
59,4
65,25
66,90
99,82
97,86
90,54
76,9
30,38
22,63
82,22
22,72
86,73
94,90
98,62
51,85
47,61
95,78
8,5
6,24
96,82
52,91
48,44
51,46
72,68
30,67
8,80
40,17
38,91
14,28
2,77
56,40
26,17
57,1
52,69
60,65
55,40
92,17
27,36
61,90
97,53
42,83
90,72
74,80
61,20
12,20
28,77
82,94
61,92
89,81
47,86
63,60
15,27
66,82
15,82
75,31
88,56
35,65
47,13
8,73
96,11
42,36
49,77
92,2
10,67
57,74
59,68
22,61
63,51
96,47
9,13
100,26
45,55
61,50
93,12
70,27
46,90
16,59
64,20
63,76
45,93
43,10
17,47
83,99
66,23
100,59
16,41
13,79
89,51
2,48
44,38
14,55
63,80
20,26
13,89
21,69
55,18
17,31
20,35
66,91
72,8
83,78
5,58
39,83
55,74
74,26
41,96
45,42
37,38
70,32
93,35
14,56
10,55
67,29
8,67
62,99
44,60
51,6
24,70
42,40
79,84
63,76
98,33
84,22
84,59
54,2
65,69
100,69
81,98
93,13
80,32
39,70
47,69
27,5
8,50
85,7
100,18
55,2
33,43
51,49
9,54
56,9
74,79
59,32
29,56
39,5
85,87
6,21
21,20
45,97
20,14
50,98
81,45
37,29
19,43
40,37
81,91
24,64
4,15
63,3
36,93
58,46
30,72
87,70
10,31
27,49
30,8
85,83
61,5
11,53
64,90
29,64
89,91
46,9
30,41
42,80
32,60
9,35
48,79
68,55
75,18
84,30
86,86
42,40
69,84
51,75
21,100
13,61
25,84
62,38
9,95
98,96
14,26
82,77
13,34
100,28
27,36
95,22
88,9
8,62
20,70
3,23
49,3
7,7
53,6
81,35
46,33
99,33
85,86
85,12
97,90
38,39
33,89
37,24
93,34
9,89
65,91
71,48
51,18
8,53
25,6
52,93
37,81
16,41
12,73
59,26
48,34
45,1
67,90
12,4
18,50
12,63
67,72
61,87
5,87
12,79
17,99
16,52
90,56
76,56
95,46
93,4
24,22
99,100
71,46
94,46
27,22
35,75
26,45
56,37
14,51
85,75
73,92
61,88
68,68
38,73
26,32
54,91
36,43
21,84
45,74
12,76
99,4
30,47
9,36
57,35
17,24
72,22
88,89
18,14
53,28
93,26
1,78
4,3
43,80
28,77
98,31
24,66
32,85
5,86
50,26
9,2
43,11
87,72
93,53
40,13
74,29
74,82
42,72
71,26
36,10
43,54
54,23
30,58
22,23
61,13
97,24
65,79
55,77
48,12
80,58
66,100
40,37
52,7
23,73
51,64
22,10
99,31
93,84
32,39
59,61
36,21
31,9
62,42
10,2
24,82
48,86
3,25
62,22
74,19
27,34
17,50
44,34
93,96
54,17
19,38
29,33
56,5
37,66
28,31
85,58
53,55
93,35
38,74
37,77
75,33
45,45
74,35
94,6
44,30
28,22
11,11
84,74
10,95
80,57
48,12
15,13
79,23
97,62
64,62
37,82
29,92
84,70
5,57
34,9
49,54
29,4
50,76
95,98
31,64
31,12
14,46
92,82
80,10
13,89
94,32
29,36
33,56
26,66
64,100
71,34
52,44
31,84
9,72
75,27
14,77
24,50
19,15
52,68
62,67
86,44
67,31
81,77
11,5
94,28
34,63
45,14
16,61
61,30
93,33
15,17
26,51
25,56
40,7
44,33
91,81
37,38
53,53
16,55
82,83
68,42
38,28
56,2
19,22
99,28
100,46
41,17
21,86
28,26
57,17
73,46
73,79
35,13
70,87
35,23
24,45
76,81
99,88
46,4
5,76
19,97
62,38
1,23
82,97
95,98
32,9
46,31
58,43
82,13
85,77
79,66
36,88
61,9
25,19
27,89
3,71
32,84
34,50
42,12
38,60
55,23
73,63
2,21
17,99
97,4
85,62
73,92
62,75
97,22
36,78
11,66
51,67
62,81
13,58
63,64
100,17
99,6
25,50
1,77
57,43
92,61
51,67
58,9
70,5
54,61
80,24
31,81
96,90
33,75
60,20
63,84
23,25
10,13
71,56
29,60
42,97
91,46
9,87
75,32
75,76
4,53
7,22
69,16
39,2
95,89
98,37
54,15
88,66
20,30
83,16
15,9
51,54
85,80
90,49
94,76
59,31
24,11
83,89
60,9
21,12
22,24
93,2
22,28
84,81
92,95
62,66
93,97
14,53
88,58
60,94
94,99
33,66
53,59
27,10
6,69
72,63
33,64
41,54
54,77
93,89
40,75
97,35
43,49
48,73
82,82
9,2
32,64
54,68
6,54
17,50
92,82
67,38
36,35
32,44
54,74
24,96
69,38
79,74
57,67
81,71
44,40
66,100
47,68
20,47
12,34
52,4
43,54
26,96
10,89
55,38
9,19
67,34
87,51
42,7
12,83
66,33
88,9
72,43
40,22
13,38
99,74
44,95
11,70
66,35
24,60
54,13
15,76
88,53
80,77
97,24
99,47
21,1
65,29
85,83
59,54
60,84
37,25
37,86
14,49
8,13
99,87
52,33
56,17
90,84
1,24
68,94
69,91
17,66
92,60
37,38
34,87
69,77
27,44
61,77
17,40
61,83
5,23
33,45
100,12
92,12
20,100
25,49
59,67
35,90
97,75
64,34
44,2
27,5
96,51
63,68
69,73
48,48
39,19
17,37
100,91
89,83
60,44
62,10
84,98
81,32
53,50
1,51
74,43
49,68
21,33
80,89
92,27
22,40
77,53
51,28
84,53
55,72
6,95
17,51
56,24
88,40
65,61
80,95
94,77
60,19
35,69
84,89
61,87
86,17
87,21
21,15
43,1
93,15
71,40
22,92
97,17
47,39
83,1
89,73
60,95
18,51
46,34
18,57
71,75
25,87
51,93
88,51
21,29
10,36
31,99
47,40
50,50
18,25
83,93
30,88
50,76
11,72
98,40
26,87
44,2
100,96
13,96
35,70
51,43
7,49
8,45
52,51
4,14
17,57
40,44
86,73
41,51
40,64
89,41
81,15
85,82
96,41
67,71
56,33
1,76
44,89
72,84
37,52
51,90
11,95
70,13
6,76
100,91
35,28
55,11
91,15
73,59
2,11
86,61
72,100
84,5
33,89
40,30
51,66
22,77
92,62
73,51
58,60
31,66
63,61
69,37
36,77
14,43
12,75
19,98
40,91
42,69
86,93
22,3
98,64
91,9
80,45
42,37
13,99
48,66
77,5
33,97
14,10
2,81
99,17
34,21
60,61
6,27
30,40
22,22
53,81
65,96
22,92
99,18
5,56
48,41
55,59
8,37
44,87
24,54
75,89
19,18
2,71
31,70
58,44
51,61
68,20
84,18
40,65
65,84
43,25
55,83
39,15
33,31
51,55
98,2
20,34
44,67
93,95
95,66
98,78
38,15
70,20
28,28
2,80
54,29
23,74
84,8
53,9
8,18
55,36
29,50
43,64
51,2
67,99
13,96
54,28
5,1
53,73
41,46
3,1
11,46
100,38
2,47
85,35
33,21
76,54
39,25
6,56
49,89
62,16
34,67
14,7
95,88
48,9
68,81
40,25
40,81
66,48
27,64
2,26
35,64
8,18
73,28
34,18
24,4
47,34
84,43
40,56
78,16
78,17
7,58
44,72
74,17
87,6
51,18
78,41
78,67
71,72
83,23
32,48
56,92
24,53
46,60
83,46
43,95
36,64
49,78
9,92
68,6
82,86
69,17
40,65
42,45
39,90
78,31
36,22
79,7
24,20
37,78
72,20
9,60
73,79
52,45
69,83
40,95
36,1
50,36
27,61
65,52
64,82
7,39
52,73
20,6
18,85
38,24
9,71
78,89
75,25
77,33
87,33
72,31
2,90
7,96
34,44
32,38
1,83
53,44
92,56
69,52
97,38
68,46
51,44
39,90
82,22
97,71
57,100
90,24
10,78
46,72
60,99
100,9
32,41
70,11
30,13
18,72
8,99
58,70
89,55
71,95
56,63
44,65
28,44
62,13
61,26
36,88
55,54
35,87
22,98
87,3
13,66
57,93
46,28
29,89
50,41
82,59
70,48
42,78
6,95
80,60
66,16
73,55
31,54
93,40
85,22
92,34
42,63
86,44
68,76
81,63
4,85
19,56
25,1
93,23
78,8
21,77
86,71
24,57
94,10
72,38
38,10
64,64
27,67
35,100
11,20
40,57
82,78
14,60
50,43
24,78
47,72
39,17
71,41
77,45
78,63
86,72
56,21
33,54
86,88
31,95
4,65
64,39
98,10
99,93
9,90
67,72
11,62
5,75
22,57
62,93
24,43
54,9
85,91
92,80
56,5
81,70
68,35
60,96
80,47
46,49
47,57
4,35
78,1
57,36
63,64
37,79
22,1
3,90
15,54
55,96
34,62
76,65
56,94
94,23
66,82
73,60
37,61
35,30
33,95
84,22
98,82
1,54
58,15
60,89
39,57
69,40
11,34
82,36
97,73
76,48
35,40
74,50
22,76
18,43
42,45
79,32
91,52
15,19
77,98
19,45
70,25
79,19
88,49
51,51
94,59
67,35
57,92
76,97
63,87
94,63
72,64
27,13
48,38
13,49
50,59
9,89
72,93
81,26
18,51
10,53
64,44
91,71
72,25
75,20
26,7
12,49
21,52
30,83
7,69
37,22
26,36
59,52
52,26
21,100
59,46
28,82
57,66
2,98
4,34
42,5
4,4
58,5
19,49
49,87
30,78
2,52
73,56
74,74
36,12
63,24
13,71
40,5
43,73
35,10
53,26
93,28
95,86
99,14
81,18
68,28
35,46
81,34
24,72
69,42
79,22
8,26
88,73
38,9
53,77
77,25
64,1
34,47
95,7
89,58
77,24
89,45
85,51
20,39
66,43
97,44
68,8
86,11
47,35
71,11
19,71
43,55
27,65
23,100
4,27
98,68
94,3
37,85
67,6
73,83
74,49
95,36
36,78
43,12
99,36
64,35
39,73
67,94
58,64
17,91
7,16
5,36
42,38
67,7
62,68
76,9
8,59
44,20
48,22
75,26
41,73
13,16
32,25
64,93
4,23
95,88
73,10
52,45
87,63
61,45
6,61
39,85
31,18
57,85
87,76
74,6
54,53
15,83
6,91
47,79
50,64
11,88
95,58
30,93
31,80
92,18
54,10
64,76
28,8
96,16
14,84
29,47
65,41
71,24
24,33
51,52
84,20
50,7
28,97
2,47
38,58
87,6
62,18
51,86
17,16
64,17
98,55
8,65
27,63
69,99
23,4
9,76
56,66
27,59
77,60
19,53
34,1
66,19
68,56
95,52
99,76
20,47
63,53
45,26
25,62
15,26
46,19
86,28
8,87
73,43
86,29
21,80
60,100
50,6
47,74
48,94
30,60
20,100
4,91
26,71
55,49
27,27
70,41
91,27
64,63
49,30
69,68
3,41
22,45
43,17
17,70
75,42
31,87
85,67
96,17
41,67
16,61
40,8
74,95
72,96
94,91
93,17
99,20
99,68
12,40
65,93
44,67
85,73
38,94
20,74
59,31
81,29
31,30
2,100
41,22
88,69
5,66
62,2
9,32
7,40
29,61
69,6
59,94
89,16
40,99
68,100
19,69
13,31
22,34
95,91
10,81
32,60
97,26
42,69
75,42
74,40
90,86
16,81
42,14
51,58
78,49
49,29
92,81
87,51
15,33
96,76
40,45
28,62
47,51
61,39
74,83
84,97
20,67
96,82
2,28
61,76
52,10
37,70
61,86
47,50
39,21
69,37
13,57
95,47
46,76
2,67
20,39
14,17
7,47
56,98
58,4
19,73
45,75
41,36
5,64
45,3
17,14
55,52
16,94
92,95
99,25
13,11
12,18
22,62
43,56
67,13
87,8
28,7
12,26
74,39
86,50
60,4
3,33
81,82
43,4
75,30
53,26
40,60
35,15
47,5
3,19
77,28
1,7
52,34
98,32
42,82
93,61
18,31
100,85
28,49
73,88
44,39
12,10
43,40
41,99
90,83
27,25
80,85
4,20
57,65
67,46
14,68
69,90
49,30
39,15
11,2
61,66
38,64
56,81
47,7
27,43
98,67
39,4
48,11
11,87
43,42
87,45
44,43
9,51
15,66
54,42
14,1
73,25
11,21
3,16
16,72
2,52
56,87
18,26
29,20
61,60
83,100
69,62
49,63
78,26
83,6
52,67
68,41
9,40
53,39
61,75
31,2
60,100
69,65
86,88
3,1
8,5
91,84
54,44
93,15
57,93
61,53
19,17
54,66
64,82
96,69
99,21
11,64
72,32
10,45
59,9
18,48
59,19
37,31
30,69
43,100
81,92
78,9
89,19
76,55
31,23
17,21
77,62
99,38
38,23
14,25
72,42
26,41
14,64
21,20
73,83
66,98
79,60
61,77
65,64
89,96
80,31
48,96
76,27
19,55
76,24
38,69
2,93
94,66
77,41
65,11
67,42
91,36
54,28
4,76
23,74
23,83
16,90
12,60
46,1
52,21
41,21
83,10
52,37
95,43
48,78
7,76
78,5
97,19
25,100
93,25
78,46
99,95
42,26
57,10
1,55
9,70
43,46
4,21
47,17
72,69
71,13
7,23
15,62
64,44
63,26
98,42
43,42
78,46
13,31
67,47
26,30
73,26
74,91
47,62
42,100
76,81
47,100
11,55
76,8
67,52
70,66
12,60
36,13
91,61
93,1
63,86
83,85
74,76
85,5
48,63
81,65
48,81
67,82
6,57
89,55
47,74
78,32
59,1
27,11
27,24
31,52
94,7
16,97
81,59
70,29
28,75
46,71
46,53
47,48
42,5
91,37
52,100
54,56
25,97
51,14
7,100
70,76
56,38
15,74
9,74
11,63
54,80
20,97
14,14
83,25
58,44
98,74
53,14
29,66
79,28
73,15
60,2
45,47
18,82
39,12
38,71
25,90
75,73
10,83
96,56
3,41
7,41
65,87
84,95
96,81
47,81
36,22
73,57
53,90
14,68
37,83
30,68
79,78
46,97
38,6
5,62
44,79
82,49
80,7
3,85
63,89
13,49
55,88
57,28
3,17
100,69
57,36
4,12
49,2
70,36
7,86
77,9
56,31
10,20
28,67
70,84
78,72
49,27
89,16
47,7
43,82
17,65
70,8
66,46
23,74
18,77
18,37
81,96
74,81
9,64
14,29
14,84
32,80
2,76
56,13
46,12
60,75
78,24
46,44
29,94
53,97
95,46
91,54
45,41
66,74
38,91
67,83
80,69
1,16
51,2
86,75
11,61
38,68
80,45
33,40
14,46
68,2
44,22
98,36
45,10
6,89
28,74
97,46
26,11
75,61
92,55
70,29
29,71
40,76
6,72
89,41
63,45
73,73
95,6
60,42
29,79
78,33
36,41
59,20
47,95
72,40
55,78
83,90
4,99
61,68
51,25
17,3
35,57
32,65
39,92
22,84
46,59
99,22
50,59
77,5
14,68
66,61
22,60
82,19
2,64
14,44
35,42
93,65
63,64
63,16
45,69
97,33
10,14
53,17
38,85
75,89
10,29
61,72
60,32
18,97
22,38
11,38
46,64
86,66
21,88
56,77
66,9
96,16
95,91
5,6
51,55
38,95
94,10
32,72
96,25
100,38
81,49
82,57
10,54
34,12
23,13
84,5
98,87
51,31
13,29
62,83
7,77
21,72
85,70
2,58
93,91
5,33
39,20
39,93
29,24
58,75
13,85
48,14
32,51
73,20
44,99
92,4
84,63
44,97
22,81
93,20
84,47
89,70
94,97
23,85
91,41
97,96
99,55
50,100
91,52
54,68
87,8
43,17
93,59
14,62
15,50
93,63
2,16
56,83
83,84
39,94
54,16
21,96
94,53
62,14
100,36
65,18
24,26
7,72
35,14
77,51
64,54
64,24
6,63
52,31
1,79
97,46
24,17
16,55
96,41
42,21
51,37
98,15
98,61
22,94
34,52
97,16
51,58
14,46
58,24
9,31
77,81
15,51
58,47
32,20
55,19
5,23
27,96
75,15
55,62
18,59
69,96
37,5
100,24
100,26
32,96
16,24
24,88
12,94
55,46
80,2
53,49
38,47
95,45
26,77
83,15
20,62
35,83
45,72
100,33
67,30
15,6
43,31
6,29
54,23
12,6
20,29
34,20
3,57
41,92
95,20
55,34
71,86
2,26
6,97
1,59
44,40
87,17
75,21
90,38
51,40
11,61
54,67
12,3
20,47
73,9
4,90
37,17
3,63
43,3
41,16
61,25
20,89
84,78
94,94
40,61
90,8
50,76
49,49
18,64
51,12
22,14
76,12
12,8
80,46
91,84
56,8
74,19
81,61
5,31
48,2
72,9
74,8
50,43
74,6
45,36
49,83
34,97
85,57
74,38
3,56
78,4
62,18
15,66
12,44
30,76
87,43
35,36
73,72
67,6
34,92
96,50
30,20
50,79
32,38
4,60
17,88
22,16
30,87
61,63
25,47
67,69
79,95
34,65
45,68
59,82
69,6
72,5
8,54
85,79
5,49
52,27
85,41
91,28
16,20
70,55
45,59
75,56
20,75
9,77
17,92
68,23
21,59
32,59
94,8
33,60
53,35
87,13
90,42
61,47
45,43
18,18
61,67
36,24
4,24
53,44
37,4
79,81
9,79
57,89
88,30
60,92
40,66
27,65
69,43
51,73
36,54
5,74
94,44
96,28
82,43
96,2
90,45
55,91
76,72
25,50
66,6
46,67
59,45
86,57
11,58
79,72
74,56
59,94
95,17
37,56
40,23
42,74
69,74
56,15
94,77
36,81
93,67
12,18
99,17
60,87
61,16
78,93
3,62
5,29
90,40
5,80
63,100
17,57
4,66
15,28
81,6
56,65
82,43
48,5
12,40
22,93
88,91
1,2
100,95
69,32
53,49
72,49
53,34
85,75
33,36
98,69
86,37
31,74
28,14
39,11
34,37
22,40
12,31
30,35
63,93
51,87
68,85
84,68
74,100
83,38
28,94
26,32
33,8
3,45
5,89
80,7
30,5
7,2
90,59
64,56
63,29
3,5
51,9
37,45
26,85
16,25
54,38
71,27
45,61
92,80
32,15
24,91
61,29
78,6
78,95
94,96
46,29
100,74
9,90
12,99
37,94
38,10
91,43
71,72
52,4
73,42
43,51
40,75
86,68
36,4
63,43
11,33
96,83
70,39
100,69
28,40
58,98
98,25
8,29
42,74
16,51
51,29
20,21
83,45
46,69
99,63
27,64
11,6
57,11
58,29
73,54
14,57
96,17
73,79
27,77
89,37
100,70
22,39
70,69
84,38
31,66
18,11
17,36
10,87
78,60
48,41
5,27
88,10
97,45
28,47
3,83
77,13
35,77
38,2
36,76
22,93
64,29
24,5
93,93
94,47
17,35
80,18
22,24
45,57
9,69
51,6
32,94
38,39
15,76
49,25
6,6
42,83
51,89
76,93
42,63
18,63
78,9
95,84
27,55
82,2
64,72
98,52
71,90
60,80
89,8
60,62
46,63
45,41
9,60
27,25
18,38
21,52
65,44
2,57
52,10
38,91
32,17
57,40
4,61
98,96
82,4
37,29
73,77
19,16
88,97
15,3
77,4
11,45
12,76
7,41
42,89
12,12
54,59
28,7
85,2
38,15
41,56
85,31
18,83
98,54
15,37
31,33
55,33
52,52
85,52
97,83
26,75
32,17
83,14
14,21
21,47
72,4
60,87
67,45
63,96
64,57
55,33
94,75
54,81
36,45
53,3
98,69
77,66
24,23
27,28
47,44
75,74
30,40
18,5
80,66
38,4
54,60
95,99
49,13
12,26
19,48
32,52
49,14
10,34
35,59
33,76
4,35
20,74
46,42
55,33
81,98
3,75
17,59
23,59
61,16
34,91
67,15
89,74
52,37
65,37
65,100
46,30
87,93
5,85
40,15
62,32
37,62
31,56
14,64
63,46
46,3
83,53
93,52
20,35
48,24
33,4
39,94
16,33
67,26
99,34
36,92
25,76
72,81
90,20
94,50
69,98
100,37
27,95
15,42
68,86
54,74
73,80
12,14
6,8
41,59
48,42
80,87
66,95
57,96
58,27
7,73
48,65
23,79
57,81
11,87
36,10
27,45
71,1
74,15
30,13
81,36
100,72
49,42
86,86
44,41
9,28
96,6
88,90
70,47
76,29
57,11
44,97
13,80
39,37
71,99
97,27
80,96
53,96
66,74
79,100
97,26
44,53
95,18
39,15
86,82
60,94
74,70
26,10
73,79
81,61
26,49
4,16
48,32
83,37
78,93
58,90
61,50
74,95
24,21
62,55
72,36
12,13
73,30
35,3
11,29
75,22
8,47
10,51
90,77
26,57
75,11
91,78
99,34
98,80
11,17
7,8
41,87
15,47
41,12
46,12
2,61
54,85
27,93
45,97
55,48
92,10
67,26
92,24
14,81
63,10
46,75
75,37
64,48
28,36
27,44
41,62
27,52
12,94
63,14
39,38
96,29
85,65
51,7
100,80
84,99
34,43
80,14
8,40
98,61
29,52
98,40
64,17
23,11
31,26
76,95
11,97
71,57
43,10
49,54
61,78
17,7
40,31
68,22
96,29
3,60
15,38
68,41
19,84
52,68
43,11
33,92
24,97
19,98
21,85
34,87
72,78
29,55
85,77
58,49
84,81
74,23
19,71
72,38
53,16
59,50
86,35
9,25
63,19
78,11
99,36
73,79
27,77
67,85
59,89
53,98
94,18
36,86
56,91
77,42
26,55
75,1
39,10
5,71
16,66
32,20
60,10
75,19
73,63
1,76
24,37
99,56
39,39
30,61
78,59
13,77
90,11
58,44
47,62
10,4
95,91
14,26
76,54
74,19
87,81
27,11
25,23
30,16
51,58
72,59
68,42
51,22
15,26
1,60
38,49
80,90
49,53
68,5
47,84
13,95
18,5
34,3
2,75
92,82
58,86
36,87
16,51
74,50
11,64
25,58
100,73
55,58
78,54
99,23
99,75
59,17
35,86
31,82
11,57
62,73
30,9
28,41
79,100
89,31
19,81
25,60
69,99
58,86
66,14
